pn_name,mention_count,row_count,pn_sources,pn_variants,spellings_checked
Aššur-kāšid,5,5,lexicon; onomasticon,Aššur-kāšid,a-šur-ka-ši-id; a-šur-kà-ší-id; a-šur-kà-ší-id-ma; a-šùr-ka-ší-id; a-šùr-ka-ší-id-ma; a-šùr-kà-ší-id; a-šùr-kà-ší-id-ma
Ṣilluš-Dagān,5,5,lexicon; onomasticon,Ṣilluš-Dagān,ṣí-lu-uš-da-ga-an; ṣí-lu-uš-da-gan; ṣí-lu-uš-da-gán; ṣí-lu-šu-da-ga-an
Ememe,5,5,lexicon; onomasticon,Ememe,e-e-me-me; e-me-ma; e-me-me; e-me-me -i; e-me-me-i; i-me-me; i-mì-mì
Ušhata,5,5,onomasticon,Ušhata,uš-ha-ta; ú-uš-ha-ta
Zikiki,5,5,onomasticon,Zikiki,zi-ki-ki
Išme-Aššur,5,5,lexicon; onomasticon,Išme-Aššur,is-ma-a-šùr-ma; iš-ma-; iš-ma-a-šur; iš-ma-a-šur-ma; iš-ma-a-šùr; iš-ma-a-šùr-ma; iš-me-; iš-me-a-šur; iš-me-a-šùr; iš-me-a-šùr-ma; iš-me={d}a-šur; iš-me={d}a-šur-ma
Aššur-nīšu,5,5,lexicon; onomasticon,Aššur-nīšu,a-šur-ni-ša-am; a-šur-ni-šu; a-šur-ni-šu-ma; a-šur-ni-ší-im; a-šùr-ni-ši-im; a-šùr-ni-šu; a-šùr-ni-šu-ma; a-šùr-ni-šu-um; a-šùr-ni-ší-im; {d}a-šur-ni-šu; {m}a-šùr-ni-šu
Azuza,5,5,lexicon; onomasticon,Azuza,a-zu-za; a-zu-za-a; a-zu-za-a-a; a-zu-za-a-ma; a-zu-za-ma
Aššur-massu'ī,5,5,lexicon; onomasticon,Aššur-massu'ī,a-šur-ma-as-wi; a-šur-ma-sú-e; a-šur-ma-sú-i; a-šur-ma-sú-i-ma; a-šur-ma-sú-wi; a-šur-ma-sú-wi-ma; a-šur-ma-ṣú-i; a-šur-ma-ṣú-i-ma; a-šùr-ma-sú-i; a-šùr-ma-sú-i-ma; a-šùr-ma-sú-wi; a-šùr-ma-sú-wi-ma; a-šùr-ma-ṣú-i-ma; da-šur-ma-a-sú
Aliya,5,5,onomasticon,Aliya,a-li-a
Buzi,5,5,lexicon; onomasticon,Buzi,bu-zi; bu-ṣí
Zu,5,5,lexicon,Zu,sú-ú; zu-ú
Šar-Suen,5,5,lexicon,Šar-Suen,lugal-sú-en6; lugal-sú-in; ša-ra-sú-en6
Ištar-ilšu,5,5,lexicon; onomasticon,Ištar-ilšu,ištar-dingir-šu; ištar-el-šu; ištar-il5-šu; ištar-il5-šu-ma; ištar.dingir; ištar.dingir-šu; ištar.dingir-šu-ma
Šu-Hubur,5,5,lexicon; onomasticon,Šu-Hubur; Šu-Ḫubur,šu-hu-bar; šu-hu-bu-ur; šu-hu-bu-ur-ma; šu-hu-bur; šu-hu-bur-ma
Azua,5,5,lexicon; onomasticon,Azua,a-sú-a; a-zu-a; a-zu-a-a; a-zu-a-ma; a-zu-e-ma; a-zu-wa; a-zu-we; a-zu-ú-a
Panaka,5,5,onomasticon,Panaka,pá-na-ga
Hanu,4,4,lexicon; onomasticon,Hanu; Ḫanu; Ḫānu,ha-ni-im; ha-nu; ha-nu-ma; ha-nu-um; ha-nu-ú
Puzur-ilī,4,4,lexicon; onomasticon,Puzur-ilī,man-ì-lí; man.dingir; pu-zu-ri-ì-lí; puzur4-dingir; puzur4-ì-li; puzur4-ì-lí; puzur4-ì-lí-ma; puzur4.dingir; puzur4.dingir-ma; púzur-dingir; púzur-ì-lí; púzur-ì-lí-ma; púzur.dingir; {m}puzur4-ì-lí
Ahatum,4,4,onomasticon,Ahatum; Ahātum,a-ha-tu-um
Aššur-dugul,4,4,lexicon; onomasticon,Aššur-dugul,a-šur-du-gu5-ul; a-šur-du-gul; a-šur-du-gul-ma; a-šur-du-qúl; a-šùr-du-gu5-ul; a-šùr-du-gul; {m}{d}a-šur-du-gul; {m}{d}a-šùr-du10
Ašdu,4,4,lexicon; onomasticon,Ašdu,áš-du; áš-du-ú; áš-tù
Karšini,4,4,lexicon; onomasticon,Karšini,kà-ar-ší-ni
Buzazu,4,4,lexicon; onomasticon,Buzazu; Buzāzu,bu-za-za; bu-za-zu; bu-za-zu-ma; bu-za-zu-um; bu-zi-zi-im; bu-zu-zi-im; bu-zu-zu-um; pu-za-zu; pu-zu-zi-im; pu-zu-zu-um
Etaya,4,4,lexicon; onomasticon,Etaya,e-da-a-a; e-ta; e-ta-a
Zurzur,4,4,onomasticon,Zurzur,zu-ur-zu-ur; zur-zur
Ilī-emūqī,4,4,lexicon; onomasticon,Ilī-emūqī,dingir-e-mu-qí; i-lá-mu-qí; ili5-e-mu-qí-ma; ì-lí-e-mu-qí; ì-lí-e-mu-qí-ma
Mula,4,4,lexicon; onomasticon,Mula,mu-la; mu-lá; mu-lá-a
Hanunu,4,4,onomasticon,Hanunu,ha-nu-nu; ha-nu-nu-um
Alu,4,4,lexicon; onomasticon,Alu,a-lu; a-lu-u; a-lu-ú
Puzur-Nirah,4,4,lexicon; onomasticon,Puzur-Nirah; Puzur-Niraḫ,pu-zu-ur-ni-ra-ah; puzur2-ni-muš; puzur4-ni-muš; puzur4-ni-ra-ah; puzur4-{d}mu; puzur4-{d}muš; puzur4.muš; puzur4={d}muš; pùzur={d}muš; púzur-ni-muš; púzur-ni-ra-ah; púzur-{d}muš; púzur.muš; púzur={d}muš
Arši-ah,4,4,lexicon; onomasticon,Arši-ah; Arši-aḫ,ar-ši-ah; ar-ší-ah; ar-ší-ah-ma
Kula,4,4,lexicon; onomasticon,Kula,ku-la; ku-la-a; ku-lá; ku-lá-a
Anuli,4,4,lexicon; onomasticon,Anuli,a-nu-li; a-nu-né-e-i
Iphurum,4,4,onomasticon,Iphurum,ip-hu-ri-im
Buzuzum,4,4,onomasticon,Buzuzum,bu-zu-zi-im; bu-zu-zi-in; bu-zu-zu; bu-zu-zu-um
Šalim-Ištar,4,4,lexicon; onomasticon,Šalim-Ištar,sa-lim-ištar; ša-a-lim-ištar; ša-al-mì-ištar; ša-lim-ištar; ša-lim-ištar-ma; šal-ma-ištar; šál-lim-ištar; šál-ma-ištar; šál-mì-ištar
Tuli,4,4,lexicon; onomasticon,Tuli,du-li; du-lim; tù-li; tù-lí-im
Sukkallum,4,4,onomasticon,Sukkallum; Šukkallum,sú-kà-li-im; sú-kà-lúm; sú-kà-nim; šu-kà-lim
Šallim-Aššur,4,4,onomasticon,Šallim-Aššur,šál-lim-a-šùr
Anna,4,4,lexicon,Anna,a-na; a-na-a; a-na-a-a; a-na-áš; an-na
Ištar,4,4,lexicon,Ištar,iš-ta-ar; ištar; {d}innana; {d}ištar
Ilī-tūram,4,4,onomasticon,Ilī-tūram,ì-lí-tù-ra-am
Ilališkan,4,4,onomasticon,Ilališkan,i-lá-li-iš-kà; i-lá-li-iš-kà-an; i-lá-li-iš-kán
Buziya,4,4,onomasticon,Buziya,bu-zi-a
Šu-Nunu,4,4,lexicon; onomasticon,Šu-Nunu,{m}šu-nu-nu; šu-nu-nim; šu-nu-nu; šu-nu-nu-ma; šu-nu-num
Adad,4,4,lexicon,Adad,iškur; tí-i-im; {d}im; {d}iškur; {d}iškur-ma
Puzur-Šamaš,3,3,lexicon; onomasticon,Puzur-Šamaš,puzur4-{d}utu; puzur4.utu; puzur4={d}utu; puzur4={d}utu-ma; puzur4={d}utu-ši; púzur={d}utu
Lila,3,3,lexicon; onomasticon,Lila,li-la; li-lá; li-lá-a; li-lá-ma
Ilī-rē'ī,3,3,lexicon; onomasticon,Ilī-rē'ī,dingir-lu-re-i; dingir-sipa; dingir-sipa-i; dingir.sipa; dingir.sipa-i; ì-lí-re-i
Sueyya,3,3,lexicon; onomasticon,Sueyya,sú-e-a; sú-e-a-ma; sú-é-a
Šat-ili,3,3,lexicon; onomasticon,Šat-ili; Šāt-ilī,ša-at-i-li; ša-at-ì-lí; ša-dí-li; ša-tí-li
Mīšar-rabi,3,3,onomasticon,Mīšar-rabi,mì-šar-gal; mì-šu-gal
Ilī-pilah,3,3,lexicon; onomasticon,Ilī-pilah; Ilī-pilaḫ,dingir-pì-la-ah; dingir-pì-lá-ah; dingir-pì-lá-ha; dingir-pí-la-ah; dingir-pí-lá-ah
Kulma-kulma,3,3,lexicon,Kulma-kulma,ku-ul-ma-ku-ul-ma
Lipit-Anum,3,3,onomasticon,Lipit-Anum,li-ip-ta-ni; li-ip-ta-num
Adudu,3,3,lexicon; onomasticon,Adudu,a-du-du; a-du-du-um; a-du-du-ú; a-du-dum; ú-du-du
Zuzu,3,3,onomasticon,Zuzu,zu-zu; zu-zu-ú; zu-ú-zu
Išār-kitt-Aššur,3,3,lexicon,Išār-kitt-Aššur,i-ša-ar-ki-id-a-šur; i-šar-ki-da-a-šur; i-šar-ki-da-a-šur-ma; i-šar-ki-da-a-šùr; i-šar-ki-id-a-šur; i-šar-ki-id-a-šùr; i-šar-ki-it-a-šur; i-šar-ki-it-a-šur-ma; i-šar-ki-it-a-šùr; i-šar-ki-ta-a-šur; i-šar-ki-tá-a-šur
Šamaš-abī,3,3,lexicon; onomasticon,Šamaš-abī,{d}utu-a-bi; {d}utu-a-bi4; ša-ma-aš-a-bí
Iddin-ilum,3,3,onomasticon,Iddin-ilum,i-dí-dingir; i-dí-lim; i-ti-dingir
Kurub-Aššur,3,3,lexicon; onomasticon,Kurub-Aššur,kur-ba-a-šur; kur-ub-a-šur; kur-ub-a-šùr
Narām-Suen,3,3,onomasticon,Narām-Suen,na-ra-am-zu; na-ra-zu; ni-ra-am-zu
Aba,3,3,lexicon; onomasticon,Aba; Abā,a-ba; a-ba-a; a-ba-a-a; a-ba-a-a-ma; a-ba-a-ma; ab-ba
Šuzuzu,3,3,lexicon; onomasticon,Šuzuzu,šu-zu-zu; šu-zu-zu-ma
Šudāya,3,3,onomasticon,Šudāya,šu-da-a
Dalaš,3,3,lexicon; onomasticon,Dalaš,da-la-aš; da-la-áš; da-la-áš-ma; da-la-ša; da-lá-aš; da-lá-ás; da-lá-áš; da-lá-áš-ma; da-lá-ša; ta-la-áš; ta-lá-áš
Mannum-šumšu,3,3,lexicon; onomasticon,Mannum-šumšu,ma-nu-um-šu-um-šu; ma-nu-šu-um-šu; ma-num-šu-um; ma-num-šu-um-šu
Aššur-šad-ilī,3,3,lexicon; onomasticon,Aššur-šad-ilī,a-šur-sa.tu-ì-lí; a-šur-ša-ad-ì-lí-e; a-šur-ša-di-li; a-šur-ša-du-ì-lí; a-šur-ša-dí-li; a-šur-ša-dí-li-ma; a-šur-ša-dí-ì-lí; a-šùr-ša-ad-ì-lí-e; a-šùr-ša-du-lí; a-šùr-ša-dí-dingir; a-šùr-ša-dí-ili5; a-šùr-ša-dí-li; a-šùr-ša-dí-li-ma; a-šùr-ša-dí-lí-ma; a-šùr-ša-dí-ì-lí; {m}a-šur-ša-dí-li; {m}a-šùr-ša-dí-li
Šabahānum,3,3,onomasticon,Šabahānum,ša-pá-ha-nim
Ilī-uṣranni,3,3,lexicon; onomasticon,Ilī-uṣranni,dingir-uṣ-ra-ni; dingir-uṣ-ra-ni-ma; i-lu-uṣ-ra-ni; i-lu-úṣ-ra-ni; ì-lí-us-ra-ni; ì-lí-uṣ-ra-ni; ì-lí-uṣ-ra-ni-ma; ì-lí-ús-ra-ni; ì-lí-úṣ-ra-ni; ì-lí-úṣ-ra-ni-ma
Muza,3,3,lexicon; onomasticon,Muza,mu-sà; mu-sà-a; mu-sà-ma; mu-sá; mu-za; mu-za-a; mu-za-a-ma; mu-za-ma; mu-ú-za; mu-ša-a
Kuzilānum,3,3,onomasticon,Kuzilānum,ku-zi-lá-num
Abum-ilī,3,3,onomasticon,Abum-ilī,a-bu-um-dingir; a-bu-um-ili
Uṣur-pī-Aššur,3,3,lexicon; onomasticon,Uṣur-pī-Aššur,ú-ṣur-pì-a-šur; ú-ṣú-ur-pì-a-šur; ú-ṣú-ur-pì-a-šùr
Daya,3,3,lexicon; onomasticon,Daya; Dāya,da-a; da-a-a; da-a-a-ma; da-ma; ta-a; ta-a-a; ta-a-a-ma; ta-i-a; {m}da-a-a; ṭa-a-a
Ahuni,3,3,lexicon; onomasticon,Ahuni; Aḫuni,a-hu-ni
Ilī-ašranni,3,3,lexicon; onomasticon,Ilī-ašranni,743146753497285618180837397488145634; dingir-áš-ra-ni; i-lá-áš-ra-ni; i-lá-áš-ra-ni-ma; il5-áš-ra-ni; ì-lí-iš-ra-ni; ì-lí-áš-ra-ni
Kukra,3,3,lexicon; onomasticon,Kukra,ku-uk-ra; ku-uk-ra-an
Šamaš-ennam,3,3,onomasticon,Šamaš-ennam,{d}utu-ši-
Kiliya,3,3,onomasticon,Kiliya,ki-li-a
Damuma,3,3,lexicon; onomasticon,Damuma,da-mu-ma
Tūr-Aššur,3,3,lexicon; onomasticon,Tūr-Aššur,du-ur-a-šur; du-ur-a-šùr; tù-ur-a-šur; tù-ur-a-šur-ma; tù-ur-a-šùr
Kikaršan,3,3,lexicon; onomasticon,Kikaršan,ki-ga-ar-ša-an; ki-gar-ar-ša-an; ki-gàr-ša-an; ki-kar-ša-an; ki-kà-ar-ša; ki-kà-ar-ša-an; ki-kàr-ša-an; ki-kàr-šé-en; ki-kàr-ší-en; ki-kár-ša-an
Ippilis,3,3,lexicon; onomasticon,Ippilis; Ippiliš,i-pì; i-pì-li-is; i-pì-lí-is; i-pí-li-is; i-pí-lí-is
Šamaš-ṭāb,3,3,lexicon; onomasticon,Šamaš-ṭāb,{d}utu-du10; {d}utu-dùg; {d}utu.du10; {d}utu.dug; {d}utu.dug-ma; {d}utu.dùg; {m}{d}utu.du10
Suen-rē'ī,3,3,lexicon; onomasticon,Suen-rē'ī,sí-in-re-i; sí-in-sipa; sú-en-re-i; sú-en6-re-i; sú-en6-re-i-ma; sú-en6-sipa; sú-en6-sipa-ma; sú-in-re-ì; sú-in-sipa; sú-in-sipa-ma; sú-re-i; zu-re-i; zu-re-i-ma; zu.sipa; {m}sú-en6-sipa
Malaba,3,3,lexicon; onomasticon,Malaba,ma-la-ba; ma-la-ba-a; ma-lá-ba; ma-lá-pá
Šišara,3,3,lexicon; onomasticon,Šišara,ší-ša-ra
Iddin-Dagan,3,3,lexicon; onomasticon,Iddin-Dagan; Iddin-Dagān; Iddin-Dāgan,i-dí-da-ga-an; i-dí-da-gan; i-dí-da-gan-an; i-dí-da-gán; i-dí-da-gán-ma
Ilī-muttabbil,3,3,onomasticon,Ilī-muttabbil,dingir-mu-ta-bi4-il5
Nazi,3,3,lexicon; onomasticon,Nazi,na-sà; na-sá; na-zi; na-zi-i; na-zi-im; na-zi-ma
Ištar-bāni,3,3,lexicon; onomasticon,Ištar-bāni; Ištar-bānī,ištar-ba-ni; ištar-ba-ni-ma; ištar-tár-ba-ni; {d}ištar-ba-ni
Ilī-tappā,3,3,lexicon; onomasticon,Ilī-tappā,dingir-tap-pá-a; dingir.tab.ba-a; il5-tap-pá; il5-tap-pá-a; il5-tap-pá-ma; ili5-tab.ba; ili5-tap-pá; ì-lí-tab.ba; ì-lí-tap-pá; ì-lí-tap-pá-a
Suen,3,3,lexicon,Suen,sú-e-en; sú-en; sú-en6; sú-in; {d}en.zu; {d}sú-in
Dudu,3,3,lexicon; onomasticon,Dudu,du-du; du-du-ma; du-du-ú; du-du-ú-ma; du-ú-du; tù-tù; tù-tù-ú; tù-ú-tù; {d}utu
Azida,3,3,lexicon; onomasticon,Azida,a-zi-da; a-zi-da-a
Wardum,3,3,onomasticon,Wardum,ir; ir-dum; ur-dim; ur-dum; wa-ar-dim
Iddin-Amurrum,3,3,onomasticon,Iddin-Amurrum,i-dí-{d}mar.tu
Abi-anum,3,3,onomasticon,Abi-anum; Abī-Anum,a-be-a-ni-im; a-bi-a-num
Tibula,2,2,lexicon; onomasticon,Tibula,di-bu-la; te-pu-lá; tí-bu-lá; tí-pu-lá
Bebe,2,2,lexicon; onomasticon,Bebe,be-be-e; be-e-be
Aššur-bēl-šadu'e,2,2,onomasticon,Aššur-bēl-šadu'e,a-šùr-bé-el-sa.tu-e
Buburānum,2,2,onomasticon,Buburānum,bu-bu-ra-num
Narmak-Aššur,2,2,lexicon,Narmak Aššur ša kēnāti; Narmak-Aššur,na-ar-ma-ak-a-šur; na-ar-ma-ak-a-šùr; na-ar-ma-kà-a-šur; na-ar-ma-kà-šùr
Zikur-Adad,2,2,lexicon; onomasticon,Zikur-Adad,zi-kur-{d}im; zi-kur={d}im; zi-kur={d}iškur
Kukua,2,2,lexicon; onomasticon,Kukua,ku-ku-a; ku-ku-a-a; ku-ku-a-a-ma; ku-ku-a-ma; ku-ku-wa; ku-ku-wa-ma; ku-ku-ú-a
Budātum,2,2,onomasticon,Budātum,bu-da-dim
Suen-damiq,2,2,lexicon; onomasticon,Suen-damiq,30.sig5; su-in-sig5; sú-en-sig5; sú-en6-da-mì-iq; sú-en6-sig5; sú-en6-sig5-ma; sú-in-da-mì-iq; sú-in-sig5; zu.sig7; {d}en.zu.sig5
Ibisua,2,2,onomasticon,Ibisua,i-bi-zu-a
Kuskusum,2,2,onomasticon,Kuskusum,ku-us-ku-sí; ku-us-ku-sú-um; ku-ús-ku-sí-im; ku-úš-ku-sú-um
Būr-Aššur,2,2,lexicon; onomasticon,Būr-Aššur,bu-ra-a-šur; bu-ra-a-šùr; bu-ur-a-šur; bu-ur-a-šur-ma; bu-ur-a-šùr; bu-ur-a-šùr-ma; bur-a-šur; bur-a-šur-ma; bur-a-šùr; {m}bur-a-šur
Kuku,2,2,lexicon; onomasticon,Kuku; Kukū,ku-ku; ku-ku-ú; ku-ú-ku
Kurub-ilī,2,2,lexicon; onomasticon,Kurub-ilī,ku-ur-bi4-li; ku-ur-bi4-li-ma; kur-bi4-ì-lí-ma; kur-ub-dingir; {m}kur-ub-ì-lí
Ennanātum,2,2,onomasticon,Ennanātum,e-na-na-tum
Šiliuman,2,2,onomasticon,Šiliuman,ší-li-ú-ma-an
Walhišna,2,2,lexicon; onomasticon,Walhišna; Walḫišna,wa-al-ha-aš-na; wa-al-ha-áš-na; wa-al-ha-áš-na-ma; wa-al-hi-iš; wa-al-hi-iš-na; wa-ar-ha-áš-na
Parka,2,2,lexicon; onomasticon,Parka,pa-ar-ga; pa-ar-kà; pá-ar-ga; pá-ar-kà; pár-ga; pár-kà
Zukua,2,2,lexicon; onomasticon,Zukua,sú-ku-a; zu-ku-a; zu-ku-a-ma; zu-ku-ú-a
Ṭāb-pī-Aššur,2,2,lexicon; onomasticon,Ṭāb-pī-Aššur,du10-bi4-a-šùr; du10-pì-a-šur; du10-pì-a-šur-ma; du10-pì-a-šùr; du10-pì-a-šùr-ma; du10-pí-a-šur; du10-pí-a-šur-ma; du10-pí-a-šùr; du10-pí-a-šùr-ma; dug-pì-a-šùr; dug-pí-a-šùr; dùg-pì-a-šur; dùg-pì-a-šur-ma; dùg-pì-a-šùr; dùg-pì-a-šùr-ma; dùg-pí-a-šur; dùg-pí-a-šur-ma; dùg-pí-a-šùr; dùg-pí-a-šùr-ma
Išuhum,2,2,onomasticon,Išuhum,i-šu-hi-im; i-šu-hu-um
Inar,2,2,lexicon; onomasticon,Inar,i-na-ar; {m}i-na-ar
Nini,2,2,lexicon; onomasticon,Nini,ni-ni; ni-ni-i; ni-ni-ma
Kunila,2,2,lexicon; onomasticon,Kunila,ku-ni-la; ku-ni-li; ku-ni-lá
Buzulīya,2,2,lexicon; onomasticon,Buzuliya; Buzulīya,bu-zi-li-a; bu-zu-li-a; bu-zu-lí-a; bu-ṣú-li-a; bu-ṣú-lí-a; pu-zu-li-a
Balṭu,2,2,lexicon,Balṭu,ba-al-ṭù-um
Abela,2,2,lexicon; onomasticon,Abela,a-be-i-lá; a-be-la; a-be-lá; a-bi-la; a-bi-la-ma; a-bi-lá; a-bi-lá-ma; a-bi4-lá; a-bé-lá; a-pì-la; a-pì-lá; a-pì-lá-ma; a-pí-la
Ilī-mīšar,2,2,onomasticon,Ilī-mīšar,e-li-me-šar; ili5-me-šar
Ilī-mutabbil,2,2,lexicon,Ilī-mutabbil,dingir-mu-ta-bi-il5; dingir-mu-ta-bi-il5-ma; dingir-mu-ta-bi4-il5; dingir-mu-ta-bi4-il5-ma; dingir-mu-ta-bì-il5; dingir-mu-ta-bì-il5-ma; dingir-mu-ta-pí-il5
Zia,2,2,lexicon; onomasticon,Zia,zi-a; zi-a-a
Daraš,2,2,lexicon; onomasticon,Daraš,da-ra-áš; da-ra-ší; ta-ra-áš
Asqūdum,2,2,onomasticon,Asqūdum,ás-qú-dim; ás-qú-dum; ás-qú-ud
Puzur,2,2,onomasticon,Puzur,pu-zu-ur
Iddin-Šamaš,2,2,lexicon; onomasticon,Iddin-Šamaš,i-dí-utu; i-dí-utu-ma; i-dí-{d}utu; i-dí={d}utu; i-dí={d}utu-ma
Šimat-Ištar,2,2,lexicon; onomasticon,Šimat-Ištar; Šīmat-Ištar,ši-ma-at-ištar-ma; ší-ma-at-iš8-tár-ma; ší-ma-at-ištar; ší-ma-at-ištar-ma
Atahšu,2,2,lexicon; onomasticon,Atahšu; Ataḫšu,a-da-ah-ši; a-da-ah-šu; a-da-ah-ší; a-ta-ah-šu; a-ta-ah-šu-ú; a-tá-ah-šu
Abatanānum,2,2,onomasticon,Abatanānum,a-ba-ta-na-nu-um; a-ba-ta-na-num
Agua,2,2,lexicon; onomasticon,Agua,a-gu-a; a-gu-a-a; a-gu-a-ma; a-gu-wa; a-gu-ú-a; a-gu5-a; a-gu5-a-a; a-gu5-wa; a-gu5-ú-a; a-ku-a; a-ku-wa; a-ku-ú-a
Kulia,2,2,lexicon; onomasticon,Kulia; Kuliā,ku-li-a; ku-li-ia
Buzuzu,2,2,lexicon,Buzuzu,bu-sú-sú; bu-zu-zu; pu-zu-zu
Nahištum,2,2,onomasticon,Nahištum,na-hi-iš-tám
Šalim-Adad,2,2,lexicon; onomasticon,Šalim-Adad,ša-al-ma-{d}im; ša-al-ma={d}im; ša-al-ma={d}im-ma; ša-al-ma={d}iškur; ša-al-ma={d}iškur-ma; ša-lim={d}im; ša-lim={d}iškur; šál-ma={d}im; šál-ma={d}im-ma; šál-ma={d}iškur; šál-ma={d}iškur-ma; šál-mì={d}im; šál-mì={d}iškur
Azutāya,2,2,onomasticon,Azutāya,a-zu-da; a-zu-ta-a
Išme-Adad,2,2,lexicon,Išme-Adad,iš-ma-ad-ad; iš-ma={d}im; iš-ma={d}iškur; iš-ma={d}iškur-ma; iš-me-{d}iškur-ma; iš-me={d}im; iš-me={d}iškur
Dannum-ilī,2,2,lexicon; onomasticon,Dannum-ilī,da-nu-um-ì-lí; da-num-dingir; dan-na-i-el; dan-nu-um-an; dan-nu-um-dingir
Eništarum,2,2,onomasticon,Eništarum,e-ni-iš-ta-ru-um
Enlil-bāni,2,2,lexicon; onomasticon,Enlil-bāni; Enlil-bānī,ab-ba-ni; en-líl-ba-ni; en-líl-ba-ni-ma; en.líl-ba-ni; i-li-il5-ba-ni; ta-ba-a-ni; ta-pá-ni; tap-pá-a-ni; {d}ab-ba-ni; {d}ab-ba-ni-ma; {d}en-lí-ba-ni; {d}en-lí-ba-ni-ma; {d}en-líl-ba-ni; {d}en-líl-ba-ni-ma; {d}en.lil.ba-ni; {d}en.líl-ba-ni; {d}en.líl-ba-ni-ma
Arawa,2,2,lexicon; onomasticon,Arawa,a-la; a-lá-wa; a-ra; a-ra-wa; a-ra-wa-áš; al-wa; ar-wa-a
Daraši,2,2,lexicon; onomasticon,Daraši,da-ra-ši
Šarrum-kēn,2,2,lexicon; onomasticon,Šarrum-kēn,lugal-gi-na; lugal-gi.na; lugal-ke-en6; lugal-ki-in; lugal-ki-in-ma; lugal.gi-na; lugal.gi.na; {d}lugal-ki-in-ma; {d}lugal.du; {d}lugal.gín; ša-ru-ke-en6; ša-ru-ki-in
Naku,2,2,lexicon,Naku,na-gu; na-gu5; na-ku
Ilī-pī-uṣur,2,2,lexicon; onomasticon,Ilī-pī-uṣur,dingir-pì-ú-ṣur; dingir-pì-ú-ṣú-ur; dingir-pí-ú-ṣur; dingir-pí-ú-ṣú-ur; el-be-ú-ṣú-ur-tim; il5-pì-ú-ṣur; il5-pì-ú-ṣú-ur; il5-pí-ú-ṣú-ur; ili5-pì-ú-ṣur; ili5-pì-ú-ṣú-ur; ili5-pí-ú-ṣur; ì-lí-pì-ú-ṣur; ì-lí-pì-ú-ṣú-ur; ì-lí-pí-i-ú-ṣú-ur; ì-lí-pí-ú-ṣur; ì-lí-pí-ú-ṣú-ur
Irbi-Adad,2,2,lexicon; onomasticon,Irbi-Adad,ir-bi-{d}iškur; ir-bi4={d}im; ir-bi={d}im; ir-bi={d}im-ma; ir-bi={d}iškur
Wališra,2,2,lexicon; onomasticon,Wališra,wa-li-iš-ra
Zuwa,2,2,onomasticon,Zuwa,zu-a; zu-ú-a
Dan-Ea,2,2,lexicon; onomasticon,Dan-Ea; Dān-Ea,da-ni-a; da-né-a; dan-e-a; dan-ni-a; dan-é; dan-é-a; dan-ì-a
Kurub-Suen,2,2,lexicon; onomasticon,Kurub-Suen,ku-ru-ub-sú-en6; kur-ub-sú-en6; kur-ub-sú-in
Balṭu-šar,2,2,onomasticon,Balṭu-šar,ba-al-ṭù-šar
Amura,2,2,onomasticon,Amura,a-mu-ra; a-mu-ra-a
Amur-Suen,2,2,lexicon; onomasticon,Amur-Suen,a-mu-ur-sú-en6; a-mur-su-en; a-mur-zu; a-mur-{d}en.zu
Tarawazi,2,2,onomasticon,Tarawazi,da-ra-wa-zi
Erra-ilī,2,2,lexicon; onomasticon,Erra-ilī,er-ra-ili5; ir-ra-ì-lí; èr-ra-il5; èr-ra-ili5
Aššur-karwa,2,2,lexicon; onomasticon,Aššur-karwa,a-šur-kàr-wa; a-šur-qar-wa; a-šùr-kàr-wa; a-šùr-qar-wa
Kalka,2,2,lexicon; onomasticon,Kalka,ga-al-ga; kà-al-kà
Irma-Aššur,2,2,lexicon; onomasticon,Irma-Aššur,ir-am-a-šur; ir-am-a-šùr; ir-am={d}a-šùr; ir-ma-a-šur; ir-ma-a-šur-ma; ir-ma-a-šùr; ir-ma-a-šùr-ma; ir-ma={d}a-šur; ìr-ma-a-šur
Amua,2,2,lexicon; onomasticon,Amua,a-mu-a; a-mu-a-ma; a-mu-wa; a-mu-ú-a; {m}a-mu-a
Ikua,2,2,onomasticon,Ikua,i-ku-a; i-ku-ú-a
Turhala,2,2,lexicon; onomasticon,Turhala; Turḫala,du-ur-ha-la; tù-ur-ha-lá
Amkuwa,2,2,lexicon,Amkuwa,a-am-ku-a; a-am-ku-wa; a-am-ku-wa-a; am-ku-a; am-ku-wa
Idida,2,2,lexicon; onomasticon,Idida,i-dí-da
Aššur-gimlī,2,2,lexicon; onomasticon,Aššur-gimlī,a-šùr-gi-im-li; a-šùr-gi-im-lí-ma; a-šùr-gi5-im-li
Niwala,2,2,lexicon; onomasticon,Niwala,ni-wa-la; ni-wa-lá
Manuba,2,2,lexicon; onomasticon,Manuba,ma-nu-ba; ma-nu-um-ba
Babazua,2,2,lexicon; onomasticon,Babazua,ba-ba-zu-a; pá-pá-zu-a
Aššur-balāṭī,2,2,lexicon,Aššur-balāṭī,a-šùr-ba-lá-ṭí
Ummaza,2,2,lexicon; onomasticon,Ummaza,um-ma-sà; um-ma-sá; um-ma-za; ú-ma-za
Nūr-Suen,2,2,lexicon; onomasticon,Nūr-Suen,nu-ur-sú; nu-ur-sú-en6; nu-ur-sú-in; nu-ur-zu; nu-ur={d}en.zu; nu-úr-su-en6; nu-úr-sú; nu-úr-sú-en; nu-úr-sú-en6; nu-úr-zu; nu-úr-zu-ma
